Historic Coal Production Data: 1993,,,,,,,,,,,,,
Source: The U.S. Energy Information Administration (EIA) and the U.S. Mine Safety and Health Administration,,,,,,,,,,,,,
,,,,,,,,,,,,,
Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Basin,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Production (short tons)
1993,102838,Hebron Mine,Alabama,Bibb,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Birmingham Coal & Coke,"200 Cahaba Pk S. Ste 112, Birmingham, AL 35242",Non-Union,"3,563"
1993,102868,Yeshic #23,Alabama,Bibb,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,"Costain Coal, Inc.","P O Box 309, Oakman, AL 35579",-,"157,480"
1993,102831,Lehigh,Alabama,Blount,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Hallmark Minerals, Inc.","P O Box 87, Locust Fork, AL 35097",Non-Union,"1,797"
1993,102946,Lehigh Mine,Alabama,Blount,Appalachia Southern,Active,Surface,-,Mine only,Etowah Rail & Salvage,"P O Box 1893, Gadsden, AL 35901",-,"9,330"
1993,102984,Altoona Mine,Alabama,Blount,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Contract Augering Services, In","303 Summerchase, Hoover, AL 35248",-,"8,550"
1993,100163,Arkadelphia 5761,Alabama,Cullman,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Drummond Company, Inc.","Post Office Box 1549, Jasper, AL 35502",United Mine Workers of America,"582,761"
1993,102836,Crane Hill,Alabama,Cullman,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Myers Coal Company,"5516 Mccaleb Drive, Dora, AL 35062",-,"44,643"
1993,102935,Wheat-Ardell Mine,Alabama,Cullman,Appalachia Southern,Active,Surface,-,Mine only,"Pine Mountain Energy, Inc.","Route 1, Box 4000, Trafford, AL 35172",-,"76,647"
1993,100759,North River #1 Mine Undergroun,Alabama,Fayette,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Pittsburg & Midway Coal Mn,"P O Drawer 519, Berry, AL 35546",United Mine Workers of America,"2,269,740"
1993,102823,Howard Mine,Alabama,Fayette,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Birmingham Coal & Coke Company,"200 Cahaba Park So Ste11, Birmingham, AL 35242",-,"21,121"
1993,102988,Knight Mine,Alabama,Fayette,Appalachia Southern,Active,Surface,-,Mine only,Delta Machinery,"Route 2, Box 255aa, Oakman, AL 35579",-,"11,615"
1993,102933,Mine #1,Alabama,Jackson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Mountainbrook Coal Co., Inc.","P O Box 175, Higdon, AL 35979",-,"43,056"
1993,102955,Mine #2,Alabama,Jackson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Mountainbrook Coal Co., Inc.","P O Box 175, Higdon, AL 35979",-,"72,627"
1993,100323,Chetopa,Alabama,Jefferson,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Drummond Company, Inc.","Route 1 Box 380, Graysville, AL 35073",United Mine Workers of America,"906,311"
