Historic Coal Production Data: 1983,,,,,,,,,,,,,
Source: The U.S. Energy Information Administration (EIA) and the U.S. Mine Safety and Health Administration,,,,,,,,,,,,,
,,,,,,,,,,,,,
Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Basin,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Production (short tons)
1983,-,-,Alabama,Bibb,Appalachia Southern,-,Surface,-,Mine only,-,-,-,"185,129"
1983,100787,Rosa Coal Washer,Alabama,Blount,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Berry Mountain Mining Co Inc,"P.O. Box Drawer B, Graysville, AL 35073",Non-Union,"32,448"
1983,102064,Inland Pit,Alabama,Blount,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Calvert & Marsh Coal Co Inc,"Rt 1, Oneonta, AL 35121",Non-Union,"33,709"
1983,102225,Blythe Pit,Alabama,Blount,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Berry Mountain Mining Co Inc,"P.O. Box B, Graysville, AL 35073",-,"43,637"
1983,102450,Bennett Pit,Alabama,Blount,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Berry Mountain Mining Co Inc,"P.O. Box Drawer B, Graysville, AL 35073",-,"22,734"
1983,102478,Sugar Creek Pit,Alabama,Blount,Appalachia Southern,Inactive,Surface,Operating Subsidiary,Mine only,"New Acton Coal Mining Co., Inc","P.O. Box 129, Oneonta, AL 35121",-,"56,496"
1983,-,-,Alabama,Cullman,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,-,-,-,"144,428"
1983,100163,Arkadelphia 5761,Alabama,Cullman,Appalachia Southern,Inactive,Surface,Operating Subsidiary,Mine only,Drummond Coal Co,"P O Box 1549, Jasper, AL 35501",United Mine Workers of America,"316,271"
1983,101091,Arkadelphia Pit 66,Alabama,Cullman,Appalachia Southern,Inactive,Surface,Operating Subsidiary,Mine only,Taylor Coal Co Inc,"P O Box 1549, Jasper, AL 35501",United Mine Workers of America,"98,218"
1983,101903,Ryans Creek Mine,Alabama,Cullman,Appalachia Southern,-,Surface,Operating Subsidiary,Mine only,King Coal Co Inc,"Star Rt  Box 444, Crane Hill, AL 35053",-,"74,835"
1983,101903,Ryans Creek Mine,Alabama,Cullman,Appalachia Southern,-,Surface,Operating Subsidiary,Mine only,King Coal Co Inc,"Star Rt  Box 444, Crane Hill, AL 35053",United Mine Workers of America,"176,105"
1983,102076,Cold Springs Mine,Alabama,Cullman,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,"Kinlock Coals, Inc.","Drawer 39027, Birmingham, AL 35208",United Mine Workers of America,"88,259"
1983,102253,-,Alabama,Cullman,Appalachia Southern,-,Surface,-,Mine only,-,-,-,"12,223"
1983,102555,Crooked Creek Mine,Alabama,Cullman,Appalachia Southern,Inactive,Surface,Operating Subsidiary,Mine only,Energy Supply Inc.,"P O Box 22528, Louisville, KY 40222",-,"52,256"
1983,102245,Dekalb #2,Alabama,Dekalb,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Yancey And Yancey Inc,"P.O. Box 809, Albertville, AL 35950",-,"25,107"
1983,102425,Swader Mine,Alabama,Dekalb,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,Rainsville Energy Inc,"220 Rainbow Ave S.W., Rainsville, AL 35986",-,"15,194"
1983,102543,Dekalb #3,Alabama,Dekalb,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Yancey & Yancey Inc,"P.O. Box 809, Albertville, AL 35950",-,"33,463"
1983,100759,North River No. 1 Mine,Alabama,Fayette,Appalachia Southern,Inactive,Underground,Operating Subsidiary,Mine and Preparation Plant,North River Energy Crp,"234 Vestavia Center, Northport, AL 35476",United Mine Workers of America,"972,869"
1983,102264,Flatwood Mine No. 1,Alabama,Fayette,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Apex Mining Co Incorp,"1598 Montgomery Highway, Brimingham, AL 35226",-,"33,200"
1983,102449,Star Branch Mine,Alabama,Fayette,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Dixie Fuels Inc,"Gen Del, Berry, AL 35546",-,"77,873"
1983,102499,Pearidge Mine,Alabama,Fayette,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Heritage Coal Co Inc,"P.O. Box 2825, Jasper, AL 35501",-,"33,505"
1983,101791,Pit #1,Alabama,Franklin,Appalachia Southern,Inactive,Surface,Operating Subsidiary,Mine only,Dime Coal Co Inc,"Po Drawer 39027, Birmingham, AL 35208",United Mine Workers of America,"179,745"
1983,101923,Warhurst Mine,Alabama,Franklin,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,"Kinlock Coals, Inc","P.O. Drawer 390, Birmingham, AL 35208",United Mine Workers of America,"35,742"
1983,102471,Sylvania #1 Pit,Alabama,Jackson,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Calvert & Marsh Coal Inc.,"Rte 1, Oneonta, AL 35121",-,"24,975"
1983,102513,Watkins,Alabama,Jackson,Appalachia Southern,Inactive,Surface,Operating Subsidiary,Mine only,Sand Mint Minerals Inc,"Po Box 147, Tisgaa, AL 35765",-,"15,104"
1983,100322,Maxine Mine,Alabama,Jefferson,Appalachia Southern,Inactive,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Alabama By-Products Corp.,"P.O. Box 10246, Birmingham, AL 35202",United Mine Workers of America,"369,686"
1983,100323,Chetopa Mine,Alabama,Jefferson,Appalachia Southern,Inactive,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Alabama By-Products Corp,"P.O. Box 10246, Birmingham, AL 35202",United Mine Workers of America,"55,464"
1983,100328,Bessie Mine,Alabama,Jefferson,Appalachia Southern,Inactive,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources,"P.O. Box C-79, Birmingham, AL 35283",United Mine Workers of America,"983,863"
1983,100330,Mulga Mine Ug,Alabama,Jefferson,Appalachia Southern,-,Underground,Operating Subsidiary,Mine and Preparation Plant,Mulga Coal Company,"Drawer D, Mulga, AL 35118",United Mine Workers of America,"58,043"
1983,100406,Beltona Mine,Alabama,Jefferson,Appalachia Southern,Inactive,Surface,Operating Subsidiary,Mine only,Drummond Coal Co,"Po Box 1549, Jasper, AL 35501",United Mine Workers of America,"387,616"
1983,100742,Short  Creek 8750,Alabama,Jefferson,Appalachia Southern,Inactive,Surface,Operating Subsidiary,Mine only,Drummond Coal Company,"P O Box 1549, Jasper, AL 35501",United Mine Workers of America,"1,260,022"
1983,100758,#3 Mine Ug,Alabama,Jefferson,Appalachia Southern,Inactive,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resouces,"P.O. Box C-79, Birmingham, AL 35283",United Mine Workers of America,"1,953,687"
1983,100851,Oak Grove,Alabama,Jefferson,Appalachia Southern,Inactive,Underground,Indepedent Producer Operator,Mine only,U.s. Steel Mining Co Inc,"P.O. Box 599, Fairfield, AL 35064",United Mine Workers of America,"757,644"
1983,101037,Knob Strip,Alabama,Jefferson,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Alabama By-Product Crp,"P.O. Box 10246, Birmingham, AL 35202",United Mine Workers of America,"513,849"
1983,101894,Oakgrove Pit #1,Alabama,Jefferson,Appalachia Southern,Inactive,Surface,Operating Subsidiary,Mine only,Oakgrove Coal Co,"P.O. Box Drawer 39027, Birmingham, AL 35208",United Mine Workers of America,"160,006"
1983,102208,Oswago Pit #1,Alabama,Jefferson,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Black Diamond Coal Mining Co,"P.O. Box 128, Adger, AL 35006",-,"86,201"
1983,102231,Nickel Plate Mine #20,Alabama,Jefferson,Appalachia Southern,-,Surface,Operating Subsidiary,Mine only,"Nickel Plate Mining Co., Inc.","P. O. Box 459, Fultondale, AL 35068",-,"86,421"
1983,102354,Lindbergh,Alabama,Jefferson,Appalachia Southern,Inactive,Surface,Operating Subsidiary,Mine only,Drummond Coal Co.,"P.O. Box 1549, Jasper, AL 35501",-,"176,097"
1983,102457,Arnold Mine,Alabama,Jefferson,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,Q & R Coal Co Inc,"P.O. Box 562, Morris, AL 35116",-,"27,517"
1983,102496,Bailey Mine,Alabama,Jefferson,Appalachia Southern,-,Surface,-,Mine only,M & S Coal Co Inc,"4120 Hill Circle No., Bhan, AL 35207",-,"11,354"
1983,102534,Oak Grove,Alabama,Jefferson,Appalachia Southern,Inactive,Surface,Operating Subsidiary,Mine only,Blue Creek Mining Co Inc,"P O Box 1005, Gardendale, AL 35071",-,"101,760"
1983,101400,Rock City Pit No.5,Alabama,Marion,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,Rock City Coal & Equipment Inc,"Route 3, Winfield, AL 35594",Non-Union,"12,324"
1983,101938,Coalite Pit W 2000,Alabama,Marion,Appalachia Southern,-,Surface,Operating Subsidiary,Mine and Preparation Plant,Coalite Inc,"P O Box 2290, Jasper, AL 35501",United Mine Workers of America,"200,000"
1983,102117,Clifty Creek Pit #1,Alabama,Marion,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Bushay Coal Co,"P.O. Box 121, Brilliant, AL 35548",Non-Union,"11,670"
1983,102447,Thornhill Mine,Alabama,Marion,Appalachia Southern,Inactive,Surface,-,Mine only,Haley Bros & Partridge Coal Co,"P O Box 322, Haleysville, AL 35565",-,"18,605"
1983,102346,Mt. Hebran,Alabama,-,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Dixie Fuel Inc.,"P.O. Box 497, Highway 18, Berry, AL 35546",-,"125,915"
1983,102459,Margaret,Alabama,-,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Calvert & Marsh Coal Co Inc,"Rt #1, Oneonta, AL 35121",-,"35,638"
1983,-,-,Alabama,Shelby,Appalachia Southern,Inactive,Surface,Operating Subsidiary,Mine only,-,-,-,"147,295"
1983,102415,Grayhill-Nunally,Alabama,Shelby,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,Altha Mining Div-Alied Product,"P.O. Box 36130, Burminigham, AL 35226",-,"96,113"
1983,102458,Montevallo,Alabama,Shelby,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,Tim Coaland Inc,"Rt 1 Box 121-B, Maylene, AL 35114",-,"73,890"
1983,-,-,Alabama,Tuscaloosa,Appalachia Southern,Inactive,Surface,Operating Subsidiary,Mine only,-,-,-,"159,883"
